"Nombre","Volumen","Unidad de medida","Referencia interna","D365 Reference","Box Qty","Pronosticado con pendiente"
"Disco flap de óxido de zirconio 4,5"" / 60 (x200u)","0.042718","Unidades","MI1DDL0006","DDFI-OZ60","200.0","3.0"
"Disco flap de óxido de zirconio 4,5"" / 80 (x200u)","0.0358545","Unidades","MI1DDL0007","DDFI-OZ80","200.0","0.0"
"Disco lija de fibra 115 P24 zirconio (x600u)","0.03445","Unidades","BR1DDL0025","DFI-4Z24","600.0","0.0"
"Disco para madera 10"" 60 dientes (x10u)","0.006615","Unidades","BR1DSC0024","M10-60D","10.0","0.0"
"Disco para madera 10"" 80 dientes (x10u)","0.010695","Unidades","BR1DSC0025","M10-80D","10.0","1.0"
"Disco para madera 12"" 100 dientes (x10u)","0.01349","Unidades","BR1DSC0031","M12-100D","10.0","0.0"
"Disco para madera 12"" 60 dientes (x10u)","0.01349","Unidades","BR1DSC0029","M12-60D","10.0","0.0"
"Disco para madera 4"" 24 dientes (x20u)","0.001914","Unidades","BR1DSC0015","M4-24D","20.0","3.0"
"Disco para madera 4"" 30 dientes (x20u)","0.00198","Unidades","BR1DSC0016","M4-30D","20.0","4.0"
"Disco para madera 4"" 40 dientes (x20u)","0.00198","Unidades","BR1DSC0017","M4-40D","20.0","1.0"
"Disco para madera 7 1/4"" 24 dientes (x10 u)","0.002376","Unidades","BR1DSC0018","M714-24D","10.0","0.0"
"Disco para madera 7 1/4"" 40 dientes (x10u)","0.002904","Unidades","BR1DSC0020","M714-40D","10.0","0.0"
"Disco para madera 7 1/4"" 60 dientes (x10u)","0.0028435","Unidades","BR1DSC0021","M714-60D","10.0","0.0"
"Dispensador para detergente y esponja 500 ml Trium - gris (x4u)","0.007801092","Unidades","OU1DSP0001","DE500 GRIS","4.0","0.0"
"Dispenser de agua automático (x50u)","0.058609","Unidades","GA1DSP0001","BDAI-DAB1","50.0","0.0"
"Dispenser de agua automático USB (x50u)","0.057246","Unidades","VN1DSP0006","BDAI-DAJO","50.0","5.0"
"Dispenser de agua automático de mesa (x50u)","0.0647","Unidades","VN1DSP0007","BDAI-DAAP","50.0","2.0"
"Distanciómetro láser 100 m DDLI-100M (x60u)","0.0545","Unidades","MI1DMT0002","DDLI-100M","60.0","0.0"
"Distanciómetro láser 100 m ion-litio (x50u)","0.042228","Unidades","BR1DMT0004","DDLI-100L","50.0","0.0"
"Distanciómetro láser 40 m (x50u)","0.0373842","Unidades","BR1DMT0001","DL-40","50.0","0.0"
"Distanciómetro láser 40 m DDLI-040M (x60u)","0.0545","Unidades","MI1DMT0001","DDLI-040M","60.0","0.0"
"Distanciómetro láser 50 m ion-litio (x50u)","0.042228","Unidades","BR1DMT0002","DL-50ION","50.0","0.0"
"Dobladora de caños hidráulica 16 t","0.0","Unidades","BR1DDC0001","DDCI-H16T","1.0","0.0"
"Dobladora de caños hidráulica 16 t parte 1 de 2","0.0884","Unidades","BR1DDC0001-1","DDCI-H16T 1/2","1.0","0.0"
"Dobladora de caños hidráulica 16 t parte 2 de 2","0.0884","Unidades","BR1DDC0001-2","DDCI-H16T 2/2","1.0","0.0"
"Doble rodillo compactador tripulador con motor Honda GX390","2.76768","Unidades","BR1RDC0004","BR642TRP","1.0","0.0"
"Doble rodillo de poliéster (x50u)","0.006448","Unidades","KU1ROD0007","API-DRSR","50.0","0.0"
"Dosificador de detergente 1,5 L Flow -beige (x6u)","0.0199","Unidades","OU1OGH0016","DFW100 BEIGE","6.0","2.0"
"Dosificador de detergente 1,5 L Flow -gris (x6u)","0.0199","Unidades","OU1OGH0023","DFW100 GRIS","6.0","2.0"
"Dosificador para detergente 650 ml Trium - gris (x4u)","0.007801092","Unidades","OU1DSP0002","DT500 GRIS","4.0","0.0"
"Drone con doble cámara Full HD (x6u)","0.030096","Unidades","ET1DRE0002","DRN1080","6.0","0.0"
"Ducha de cabina de ducha Ottawa CABD-OTT","0.33088125","Unidades","GA1CDD0005-4","CABD-OTT 4/4","1.0","19.0"
"Ducha multifuncional inteligente gris (x6u)","0.1478","Unidades","GA1GRF00140","BCDI-CDIG","6.0","13.0"
"Ducha multifuncional inteligente negra (x6u)","0.1478","Unidades","GA1GRF00141","BCDI-CDIN","6.0","10.0"
"Ducha termostática exterior con barral Chiese (x5u)","0.1989858","Unidades","GA1ACS00128","DTE-CH","5.0","2.0"
"Ducha termostática exterior con barral Lena (x5u)","0.1989858","Unidades","GA1ACS00129","DTE-LE","5.0","12.0"
"Duchador de mano ABS anticalcáreo (x50u)","0.0714","Unidades","GA1ACS0022","DM0102","50.0","0.0"
"Electrificador Magnum 10 km - Dual (x4u)","0.09024","Unidades","PR1ELT0002","000137","4.0","0.0"
"Electrobomba Periférica 1/2 HP (x6 u)","0.04902","Unidades","KU1BOB0043","BP 60C","6.0","0.0"
"Electrobomba periférica 1 HP","0.01167475","Unidades","KU1BOB0042","BP 80C","1.0","0.0"
"Electrobomba periférica Kushiro 1 HP (x4 u)","0.064152","Unidades","KU1BOB0001","BP 80","4.0","0.0"
"Electrobomba periférica Kushiro 1/2 HP (x6u)","0.06","Unidades","KU1BOB0002","BP 60","6.0","0.0"
"Electrobomba periférica Kushiro 3/4 HP (x4u)","0.06561","Unidades","KU1BOB0003","BP 70","4.0","0.0"
"Electrobomba periférica Miyawa 1 HP","0.0112","Unidades","MI1BOB0008","BP 80P","1.0","213.0"
"Electrobomba periférica Miyawa 1/2 HP","0.006","Unidades","MI1BOB0007","BP 60P","1.0","0.0"
"Electrobomba presurizadora 100 W con conector de fundición (x8u)","0.041496","Unidades","KU1BOB0006","GRS100B","8.0","0.0"
"Electrobomba presurizadora 245 W conector de bronce (x4u)","0.036289875","Unidades","KU1BOB0008","GRS245A","4.0","0.0"
"Electrobomba presurizadora GRS100C (x8u)","0.032643","Unidades","MI1BOB0001","GRS100C","8.0","0.0"
"Electrobomba presurizadora GRS100KP (x8u)","0.0284","Unidades","MI1BOB0009","GRS100KP","8.0","23.0"
"Electrobomba presurizadora GRS245B (x4u)","0.0282","Unidades","MI1BOB0012","GRS245B","4.0","128.0"
"Electrobomba presurizadora GRS245C (x4u)","0.034545","Unidades","MI1BOB0002","GRS245C","4.0","10.0"
"Electrobomba sumergible 3 en 1 de 400 W (x4u)","0.06729375","Unidades","KU1BOB0059","DESI-GP40","4.0","11.0"
"Electrobomba sumergible 3 en 1 de 700 W (x4u)","0.066424","Unidades","KU1BOB0060","DESI-GP75","4.0","0.0"
"Electrobomba sumergible de 1 HP para aguas turbias (x4u)","0.0563","Unidades","KU1BOB0072","DESI-GP75A","4.0","12.0"
"Electrobomba sumergible de 1/2 HP para aguas turbias (x4u)","0.0579","Unidades","KU1BOB0071","DESI-GP40A","4.0","2.0"
"Electrobomba sumergible pozo profundo 1 HP, 3STM4-20","0.03003","Unidades","KU1BOB0030","3STM4-20","1.0","0.0"
"Electrobomba sumergible pozo profundo 1 HP, 4SKM-100","0.0281325","Unidades","KU1BOB0015","4SKM-100","1.0","0.0"
"Electrobomba sumergible pozo profundo 1 HP, 4STM3-10","0.0333","Unidades","KU1BOB0017","4STM3-10","1.0","4.0"
"Electrobomba sumergible pozo profundo 1 HP, 4STM3-13N","0.03872","Unidades","KU1BOB0033","4STM3-13N","1.0","4.0"
"Electrobomba sumergible pozo profundo 1,1 HP, 4TMS5.1-52/7","0.02192","Unidades","KU1BOB0014","4TMS5.1-52/7","1.0","0.0"
"Electrobomba sumergible pozo profundo 1,5 HP, 4STM10-7","0.0354","Unidades","KU1BOB0019","4STM10-7","1.0","0.0"
"Electrobomba sumergible pozo profundo 1,5 HP, 4STM3-18N","0.04402","Unidades","KU1BOB0034","4STM3-18N","1.0","0.0"
"Electrobomba sumergible pozo profundo 2 HP, 4STM10-10N","0.03975","Unidades","KU1BOB0035","4STM10-10N","1.0","0.0"
"Electrobomba sumergible pozo profundo 2STM1-30","0.03486","Unidades","KU1BOB0061","2STM1-30","1.0","0.0"
"Electrobomba sumergible pozo profundo 3/4 HP, 3STM3-20","0.02772","Unidades","KU1BOB0016","3STM3-20","1.0","4.0"
"Electrobomba sumergible solar 375 W","0.04446","Unidades","KU1BOB0053","EBSI-S375","1.0","0.0"
"Electrodo E6013 2,5 mm × 350 mm (x20u)","0.0087","Unidades","MI1CNM0007","E6013-2,5M","20.0","0.0"
"Electrodo rutílico E6013 2 mm (x20u)","0.009248","Unidades","KU1CNM0041","E6013-2","20.0","0.0"
"Electrodo rutílico E6013 2,5 mm (x20u)","0.006561","Unidades","KU1CNM0042","E6013-2,5","20.0","0.0"
"Electrodo rutílico E6013 3,25 mm (x20u)","0.005103","Unidades","KU1CNM0043","E6013-3,25","20.0","0.0"
"Electrodo rutílico E6013 4 mm (x20u)","0.005103","Unidades","KU1CNM0044","E6013-4","20.0","12.0"
"Elevador de 2 columnas 220V - 4200 kg A MEAI-2CM1","0.989898","Unidades","KU1ELV0002-1","MEAI-2CM1-1/2","1.0","1.0"
"Elevador de 2 columnas 220V - 4200 kg B MEAI-2CM1","0.989898","Unidades","KU1ELV0002-2","MEAI-2CM1-2/2","1.0","1.0"
"Elevador de placas de yeso 4,6 m","0.0","Unidades","BR1ELV0002","EPYB-16F","1.0","2.0"
"Embudo Flexible con malla metalica 145 mm (x20u)","0.039442","Unidades","DR1BDN0006","EMB150","20.0","0.0"
"Enduido plástico 1 litro (x6u)","0.010164","Unidades","KU1CNM00102","DTSI-EP10","6.0","0.0"
"Enduido plástico 500 g (x12u)","0.01089","Unidades","KU1CNM00103","DTSI-EP05","12.0","0.0"
"Engrampadora BE416 (x10u)","0.045675","Unidades","BR1EGP0003","BE416","10.0","0.0"
"Engrampadora BE616 (x10u)","0.05653125","Unidades","BR1EGP0002","BE616","10.0","0.0"
"Engrampadora clavadora 3 en 1 con maletín (x10u)","0.02898","Unidades","BR1EGP0005","DECI-EC31","10.0","71.0"
"Engrampadora clavadora eléctrica 1100 W (x10u)","0.04037712","Unidades","BR1EGP0006","DECI-1100","10.0","0.0"
"Engrampadora clavadora metálica (x10u)","0.013545","Unidades","UD1CLV0002","EMU1","10.0","8.0"
"Engrampadora y clavadora BEC21 (x10 u)","0.0839475","Unidades","BR1EGP0004","BEC21","10.0","0.0"
"Envío estándar","0.0","Unidades","Delivery_007","","1.0","0.0"
"Equipo de pintar KUSHIRO 500 - 650 W (x4u)","0.0755725","Unidades","KU1EQP0001","K001","4.0","0.0"
"Equipo de pintar airless PPA70A","0.05031","Unidades","KU1EQP0006","PPA70A","1.0","0.0"
"Equipo de pintar airless PPA70B","0.04059","Unidades","KU1EQP0005","PPA70B","1.0","0.0"
"Equipo de pintar airless profesional PPA85B","0.063855","Unidades","KU1EQP0009","PPA85B","1.0","0.0"
"Escalera aluminio extensible 2 × 12 con soga","0.02","Unidades","KU1ESC0014","EALE24","1.0","4.0"
"Escalera aluminio extensible 2 × 14 con soga","0.02016","Unidades","KU1ESC0015","EALE28","1.0","2.0"
"Escalera andamio reforzada con ruedas","0.1068","Unidades","KU1ESC0005","EAAR","1.0","2.0"
"Escalera banqueta de aluminio 3 escalones Mor","0.05526024","Unidades","MR1ESC0001","005107","1.0","39.0"
"Escalera de 3 escalones ultra compacta","0.0126","Unidades","MI1ESC0013","DEPI-3EUC","1.0","0.0"
"Escalera de 5 escalones ultra compacta","0.0189","Unidades","MI1ESC0014","DEPI-5EUC","1.0","30.0"
"Escalera de aluminio hogar 3 escalones (x2u)","0.10296","Unidades","BF1ESC0006","EBD3","2.0","0.0"
"Escalera de aluminio hogar 3 escalones Mor","0.0511056","Unidades","MR1ESC0002","005101","1.0","2.0"
"Escalera de aluminio hogar 4 escalones (x2u)","0.130977","Unidades","BF1ESC0001","EBD4","2.0","0.0"
"Escalera de aluminio hogar 4 escalones Mor","0.065072","Unidades","MR1ESC0003","005102","1.0","0.0"
"Escalera de aluminio hogar 5 escalones Mor","0.0803264","Unidades","MR1ESC0004","005103","1.0","0.0"
"Escalera dieléctrica 4 × 4","0.022792","Unidades","KU1ESC0016","EDM16","1.0","0.0"
"Escalera dieléctrica acceso doble 6 escalones","0.0154","Unidades","KU1ESC0017","EDDA6","1.0","0.0"
"Escalera dieléctrica acceso doble 6 escalones","0.11844","Unidades","KU1ESC0027","TAFDP6","1.0","0.0"
"Escalera dieléctrica acceso doble 8 escalones","0.0154","Unidades","KU1ESC0018","EDDA8","1.0","0.0"
"Escalera dieléctrica acceso doble 8 escalones","0.17808","Unidades","KU1ESC0028","TAFDP8","1.0","8.0"
"Escalera dieléctrica acceso simple 6 escalones","0.02254","Unidades","KU1ESC0019","EDAS6","1.0","0.0"
"Escalera dieléctrica acceso simple 8 escalones","0.011935","Unidades","KU1ESC0020","EDAS8","1.0","0.0"
"Escalera dieléctrica extensible 2 × 12","0.021896","Unidades","KU1ESC0021","EDE24","1.0","0.0"
"Escalera dieléctrica extensible 2 × 14","0.02254","Unidades","KU1ESC0022","EDE28","1.0","0.0"
"Escalera dieléctrica extensible 21 escalones","0.19513","Unidades","KU1ESC0031","EAFP21","1.0","0.0"
"Escalera dieléctrica extensible 23 escalones","0.210535","Unidades","KU1ESC0032","EAFP23","1.0","0.0"
"Escalera dieléctrica extensible tijera 10 escalones","0.10374","Unidades","KU1ESC0029","TEAFP-6X10","1.0","0.0"
"Escalera dieléctrica extensible tijera 16 escalones","0.15288","Unidades","KU1ESC0030","TEAFP-9X16","1.0","0.0"
"Escalera extensible","0.200192","Unidades","MI1ESC0005","MI-310A","1.0","0.0"
"Escalera multipropósito 3 × 4","0.075504","Unidades","MI1ESC0003","MI-403","1.0","0.0"
"Escalera multipropósito 3 × 4","0.067728","Unidades","MI1ESC0008","DEMI-3X4S","1.0","5.0"
"Escalera multipropósito 4 × 4","0.10166","Unidades","MI1ESC0002","MI-404","1.0","15.0"
"Escalera multipropósito 4 × 4","0.088128","Unidades","MI1ESC0009","DEMI-4X4S","1.0","0.0"
"Escalera multipropósito 4 × 4 con plataforma de acero","0.100165","Unidades","MI1ESC0001","MI-404CP","1.0","0.0"
"Escalera multipropósito 4 × 5","0.12889125","Unidades","MI1ESC0004","MI-405","1.0","0.0"
"Escalera telescópica de 11 escalones","0.02812","Unidades","MI1ESC0006","MI-032","1.0","2.0"
"Escalera telescópica plegable 6 × 2","0.091155","Unidades","MI1ESC0007","MI-038-2","1.0","0.0"
"Escoba aspiradora inalámbrica 55 W (x8u)","0.0832","Unidades","VN1ASP0011","CEAI-055B","8.0","42.0"
"Escuadra de carpintero (x6u)","0.003432","Unidades","MN1ECD0001","40870411","6.0","0.0"
"Escuadra de carpintero acero inoxidable 250 mm (x12u)","0.01125","Unidades","BS1ECD0001","992943","12.0","1.0"
"Escuadra magnética para soldador 3"" (x48u)","0.016875","Unidades","KU1ECD0001","APT001","48.0","35.0"
"Escuadra magnética para soldador 4"" (x36u)","0.025806","Unidades","KU1ECD0002","APT002","36.0","21.0"
"Escuadra magnética para soldador 5"" (x24u)","0.027972","Unidades","KU1ECD0003","APT005","24.0","0.0"
"Escurreplatos de aluminio (x6u)","0.109564","Unidades","VN1SCP0013","CESI-1NAL","6.0","0.0"
"Escurreplatos de aluminio de dos niveles (x6u)","0.119168","Unidades","VN1SCP0014","CESI-2NAL","6.0","0.0"
"Escurreplatos de dos niveles con recubrimiento (x8u)","0.0975885","Unidades","VN1SCP0010","CESI-2NBL","8.0","0.0"
"Escurreplatos de dos niveles con recubrimiento negro (x6u)","0.16","Unidades","VN1SCP0003","CCN102","6.0","1.0"
"Escurreplatos de un nivel con recubrimiento negro (x8u)","0.048825","Unidades","VN1SCP0008","CCN101","8.0","0.0"
"Escurreplatos plegable con recubrimiento (x10u)","0.0459","Unidades","VN1SCP0011","CESI-PLNE","10.0","0.0"
"Escurreplatos plegable de bambú (x10u)","0.078144","Unidades","VN1SCP0001","CCN100","10.0","1.0"
"Escurridor de cubiertos Trium - gris (x4u)","0.00649971","Unidades","OU1ACO0003","ET500 GRIS","4.0","0.0"
"Escurridor de platos Trium - gris (x4u)","0.053893197","Unidades","OU1ACO0002","EL500 GRIS","4.0","0.0"
"Escurridor de platos compacto Trium - gris (x6u)","0.04630912","Unidades","OU1ACO0001","EL505 GRIS","6.0","0.0"
"Escurridor de vasos Trium - gris (x4u)","0.04148612","Unidades","OU1ACO0004","EC500 GRIS","4.0","0.0"
"Eslinga con combinación surtido de colores ESL001NR (x18u)","0.04158","Unidades","KT1ESL0013","ESL001NR","18.0","12.0"
"Eslinga de remolque 2"" x 5 metros reforzada (x10u)","0.03848","Unidades","DR1ESL0001","ER20500","10.0","0.0"
"Eslinga de remolque 3"" x 11 metros Heavy Duty (x10u)","0.03848","Unidades","DR1ESL0003","ER50110","10.0","0.0"
"Eslinga de remolque 3"" x 4 metros Heavy Duty (x10u)","0.002048","Unidades","DR1ESL0004","ER30400","10.0","0.0"
"Eslinga de remolque 3"" x 9 metros Heavy Duty (x10u)","0.03848","Unidades","DR1ESL0002","ER30900","10.0","0.0"
"Eslinga de seguridad con llave (x10u)","0.02185","Unidades","KT1ESL0015","ESL003N","10.0","28.0"
"Eslinga espiral con combinación RECI-4512 (x60u)","0.050568","Unidades","KT1ESL0018","RECI-4512","60.0","7.0"
"Eslinga para bicicleta 10 mm × 650 mm negra (x80u)","0.0468","Unidades","KT1ESL0017","REBU-001N","80.0","3.0"
"Eslinga para bicicleta 12 mm × 1200 mm azul (x60u)","0.046545","Unidades","KT1ESL0005","ESL121200A","60.0","9.0"
"Eslinga para bicicleta 12 mm × 1200 mm negra (x60u)","0.04173","Unidades","KT1ESL0004","ESL121200N","60.0","15.0"
"Eslinga para bicicleta 15 mm × 1200 mm negra (x50u)","0.050813","Unidades","KT1ESL0007","ESL151200N","50.0","24.0"
"Eslinga para bicicleta 8 mm × 1200 mm azul (x100u)","0.046545","Unidades","KT1ESL0002","ESL81200A","100.0","2.0"
"Eslinga para bicicleta 8 mm × 1200 mm negra (x100u)","0.046545","Unidades","KT1ESL0001","ESL81200N","100.0","5.0"
"Eslinga para motocicleta 22 mm × 1200 mm azul (x20u)","0.07315","Unidades","KT1ESL0011","ESL221200A","20.0","3.0"
"Eslinga para motocicleta 22 mm × 1200 mm negra (x20u)","0.08884625","Unidades","KT1ESL0010","ESL221200N","20.0","65.0"
"Eslinga para motocicleta 22 mm × 1200 mm roja (x20u)","0.08884625","Unidades","KT1ESL0012","ESL221200R","20.0","44.0"
"Espada para motosierra 18"" (x10u)","0.01107","Unidades","KU1MTS0008","EMI-0018","10.0","0.0"
"Espada para motosierra 20"" (x10u)","0.0107065","Unidades","KU1MTS0009","EMI-0020","10.0","0.0"
"Espada para motosierra 20"" (x20u)","0.00506","Unidades","MI1MTS0003","DEMI-5220","20.0","0.0"
"Espejo de maquillaje Hollywood 360 (x3u)","0.099846","Unidades","ET1EJO0002","EMC-DP330","3.0","0.0"
"Espejo de maquillaje Hollywood 45 (x3u)","0.12166","Unidades","ET1EJO0003","EMH-279B","3.0","0.0"
"Espejo de mesa oval (x4u)","0.012474","Unidades","VN1EJO0018","ESPMO-01","4.0","0.0"
"Espejo de mueble de baño y espejo Teme BCMK-TC60","0.49536","Unidades","GA1BÑA0015-2","BBAI-BC17 2/2","1.0","21.0"
"Espejo de mueble de baño y espejo Teme BCMK-TC60","0.189475","Unidades","GA1MBL0001-2","BCMK-TC60 2/2","1.0","-8.0"
"Espejo de pared 35 cm × 125 cm blanco (x8u)","0.1001325","Unidades","VN1EJO0001","ORG040","8.0","0.0"
"Espejo de pared 35 cm × 125 cm negro (x8u)","0.097565","Unidades","VN1EJO0002","ORG041","8.0","0.0"
"Espejo de pared brazo extensible 20 cm (x20u)","0.14455","Unidades","GA1EJO0016","ESPBE-02","20.0","0.0"
"Espejo de pared brazo extensible led 20 cm (x20u)","0.14455","Unidades","GA1EJO0017","ESPBE-L02","20.0","0.0"
"Espejo doble articulado para pared 8482 (x4u)","0.01334","Unidades","MR1EJO0003","8482","4.0","0.0"
"Espejo doble de mesa cromado 8481 (x4u)","0.00684","Unidades","MR1EJO0001","8481","4.0","2.0"
"Espejo doble de mesa cromado 8483 (x4u)","0.012","Unidades","MR1EJO0002","8483","4.0","0.0"
"Espejo led con estante (x3u)","0.04125","Unidades","GA1EJO0018","BELI-ES51","3.0","3.0"
"Espejo led irregular diagonal para baño (x3u)","0.0175","Unidades","GA1EJO0019","BELI-IR70","3.0","0.0"
"Espejo led irregular vertical para baño (x3u)","0.017875","Unidades","GA1EJO0020","BELI-IR50","3.0","0.0"
"Espejo oval LED touch (x5u)","0.153816","Unidades","GA1EJO0027","BELI-ELOT","5.0","1.0"
"Espejo oval led","0.038536875","Unidades","GA1EJO0005","GL352OV","1.0","0.0"
"Espejo oval smart","0.0387855","Unidades","GA1EJO0009","GL353OV","1.0","0.0"
"Espejo rectangular 100 cm × 70 cm smart (x5u)","0.2303","Unidades","GA1EJO0030","BESI-R100","5.0","1.0"
"Espejo rectangular 60 cm × 70 cm smart (x5u)","0.1461","Unidades","GA1EJO0029","BESI-RE67","5.0","2.0"
"Espejo rectangular horizontal LED touch (x5u)","0.153816","Unidades","GA1EJO0026","BELI-ELRH","5.0","0.0"
"Espejo rectangular horizontal led","0.0536355","Unidades","GA1EJO0007","GL352RH","1.0","0.0"
"Espejo rectangular horizontal smart","0.054648","Unidades","GA1EJO0011","GL353RH","1.0","0.0"
"Espejo rectangular vertical LED touch (x5u)","0.153816","Unidades","GA1EJO0025","BELI-ELRV","5.0","0.0"
"Espejo rectangular vertical led","0.04150125","Unidades","GA1EJO0006","GL352RV","1.0","0.0"
"Espejo rectangular vertical smart plus","0.063","Unidades","GA1EJO0015","GL354RVP","1.0","0.0"
"Espejo redondo 60 cm smart (x5u)","0.1197625","Unidades","GA1EJO0028","BESI-RE60","5.0","0.0"
"Espejo redondo LED touch (x5u)","0.148104","Unidades","GA1EJO0024","BELI-ELRT","5.0","0.0"
"Espejo redondo con marco blanco de 50 cm (x3u)","0.040068","Unidades","VN1EJO0013","ORG087","3.0","0.0"
"Espejo redondo con marco blanco de 60 cm (x3u)","0.05824","Unidades","VN1EJO0015","ORG089","3.0","0.0"
"Espejo redondo con marco negro de 60 cm (x3u)","0.05824","Unidades","VN1EJO0014","ORG088","3.0","0.0"
"Espejo redondo led","0.039301875","Unidades","GA1EJO0004","GL352RD","1.0","0.0"
"Espejo redondo smart","0.039015","Unidades","GA1EJO0008","GL353RD","1.0","0.0"
"Espuma de poliuretano - 500 ml (x15u)","0.01847538","Unidades","BR1CNM0057","EPI-500ML","15.0","17.0"
"Espuma de poliuretano 300 ml (x12u)","1e-06","Unidades","BR1CNM0078","DEPI-0300","12.0","0.0"
"Espuma de poliuretano 750 ml (x15u)","0.02436522","Unidades","BR1CNM0058","EPI-750ML","15.0","4.0"
"Espumador de leche 3 en 1 (x12u)","0.05315706","Unidades","VN1CAF0008","CELI-ESP4","12.0","5.0"
"Espátula flexible tipo pintor laminada 30 mm (x12u)","0.01125","Unidades","BS1HMF0001","992760","12.0","12.0"
"Espátula ultrasónica facial (x50u)","0.026862","Unidades","ET1CFA0003","EUF-01","50.0","0.0"
"Estaca LED solar (luz cálida) (x6u)","0.085305","Unidades","ET1LDC0043","GESI-SSLC","6.0","0.0"
"Estaca LED solar (luz fría) (x6u)","0.085305","Unidades","ET1LDC0042","GESI-SSLF","6.0","0.0"
